user,value
726,25
149,22
707,23
886,18
449,42
170,11
297,42
895,39
32,0
805,41
482,11
994,11
756,25
628,21
979,21
211,26
1,34
300,40
594,18
761,26
69,42
418,24
370,42
409,11
154,42
448,26
317,42
341,42
776,18
73,11
474,42
257,41
417,26
8,11
661,42
708,7
751,40
619,31
356,26
281,24
361,48
960,26
5,42
252,26
961,20
220,0
730,34
970,27
795,33
418,42
256,24
83,27
754,41
848,15
978,45
384,11
236,11
362,26
213,41
973,42
537,40
137,42
306,27
497,44
918,25
507,20
135,44
231,22
883,42
298,41
743,11
408,24
128,24
813,42
358,41
666,22
304,42
347,39
35,11
644,11
462,27
52,34
414,11
903,22
668,11
417,42
47,44
824,44
107,26
115,42
842,11
760,26
29,44
971,42
800,11
153,26
381,9
6,42
359,42
817,20
83,20
556,11
248,11
316,5
70,15
725,27
374,23
983,22
993,11
223,11
871,22
437,15
480,11
543,22
442,22
543,18
714,11
680,33
711,42
402,42
446,26
679,27
686,11
767,26
612,42
718,42
481,26
288,11
299,8
953,33
123,3
574,11
134,14
332,42
194,11
799,34
364,42
180,11
522,41
206,26
614,39
943,21
213,24
296,11
717,41
762,39
132,41
894,34
675,2
146,11
901,22
200,20
68,15
218,11
470,40
373,26
455,40
753,40
119,11
31,22
236,42
7,7
909,26
495,41
419,42
126,42
947,42
786,26
704,47
545,20
135,48
742,26
757,42
651,42
56,42
42,42
665,22
781,27
158,11
752,11
828,42
649,22
804,22
253,7
880,41
432,25
964,11
770,22
850,34
761,20
952,27
650,41
570,18
349,22
332,22
694,14
491,34
398,36
211,44
360,42
333,11
718,24
507,27
343,11
362,40
845,27
195,27
524,22
95,9
383,21
634,25
709,42
769,27
576,42
893,42
192,11
754,41
343,23
188,22
369,11
94,11
632,43
269,18
39,25
310,42
274,2
930,42
230,15
743,30
14,22
809,34
641,20
964,11
730,11
141,11
472,24
439,42
974,18
392,11
586,42
632,23
223,23
213,11
155,22
575,46
363,22
192,11
147,11
448,20
739,22
369,37
895,41
913,25
704,11
483,26
802,11
44,26
126,11
175,42
288,42
95,17
999,39
362,11
12,11
71,40
972,7
140,0
862,34
212,41
8,11
881,27
895,23
861,11
998,20
959,27
439,25
130,11
438,26
735,39
350,11
323,42
316,11
224,11
3,30
474,22
861,26
729,26
143,11
368,26
945,42
33,11
403,42
894,41
286,10
525,42
896,42
193,26
877,42
354,39
370,25
251,11
445,26
761,11
157,11
238,21
996,27
788,38
530,22
539,42
248,26
995,21
470,11
729,26
902,42
118,42
677,22
402,48
714,39
851,13
327,11
942,11
241,11
637,20
853,39
671,11
168,27
907,26
796,13
14,18
960,42
245,14
258,21
257,41
984,42
672,13
875,11
970,20
860,11
781,11
191,11
524,11
822,18
189,27
375,42
88,42
724,42
43,11
410,26
823,40
13,42
769,42
797,18
639,27
434,27
7,26
268,47
308,11
675,42
371,26
940,11
684,11
268,26
181,44
358,27
975,26
438,11
87,40
469,15
806,41
592,42
158,11
347,18
583,26
504,11
147,27
964,34
863,11
742,18
278,22
564,22
532,42
179,39
210,26
851,27
894,42
954,13
771,26
281,18
440,22
784,27
136,33
643,41
733,22
813,35
134,11
465,26
819,11
798,11
854,42
565,18
134,26
170,42
289,41
988,13
296,34
418,15
289,22
259,22
653,23
266,39
112,42
228,42
975,3
46,27
695,26
675,11
314,11
494,11
199,42
735,39
335,39
466,8
882,22
56,22
662,44
555,42
547,42
687,11
376,42
782,39
968,25
121,26
509,42
180,22
798,22
165,39
424,44
645,22
495,36
361,20
797,41
848,11
323,11
965,25
128,11
797,22
161,18
408,23
316,25
477,42
639,42
370,42
874,23
53,3
234,42
660,11
664,4
791,25
853,42
244,21
728,26
289,42
449,20
636,42
186,20
518,42
157,26
290,11
633,42
645,27
393,26
588,11
391,18
206,7
576,39
873,41
704,42
272,27
449,42
768,11
431,26
628,22
646,34
688,22
684,11
149,11
797,42
856,11
267,26
449,11
9,22
29,20
235,11
643,11
248,15
951,27
765,22
590,30
664,42
878,11
382,46
569,44
945,22
142,9
427,42
249,42
131,42
464,15
325,42
442,42
751,11
460,34
637,47
802,11
640,11
825,11
518,11
284,23
365,21
638,20
628,20
682,42
652,26
422,42
605,11
847,24
2,42
96,22
823,26
834,26
990,27
49,22
939,26
120,22
859,27
155,48
185,48
782,34
764,34
0,26
623,47
260,31
848,47
514,11
477,11
180,42
21,7
998,11
111,22
626,42
973,31
426,40
863,42
46,42
957,14
984,42
350,26
461,25
278,22
738,25
873,11
981,25
610,42
126,25
609,27
599,44
448,42
928,34
992,44
346,42
739,11
736,9
713,25
609,34
612,26
783,27
883,41
695,41
464,42
713,7
372,11
39,26
938,42
211,41
869,22
203,40
387,44
873,26
125,20
24,11
740,42
1,42
329,18
802,27
331,27
519,42
992,40
344,11
464,22
191,27
693,22
579,8
872,44
233,11
829,18
991,11
824,27
3,11
884,26
33,26
741,20
126,42
216,11
724,42
250,22
685,25
22,20
211,44
893,42
560,20
298,42
566,44
768,22
921,11
192,47
231,42
194,42
470,42
664,45
126,42
280,22
285,11
240,15
736,42
720,42
460,11
377,11
759,26
992,42
132,43
713,42
714,26
445,22
166,40
470,31
839,34
222,12
824,6
973,42
526,20
139,22
590,11
801,11
132,39
967,22
629,18
785,11
665,40
612,26
646,42
545,11
552,25
68,41
209,22
447,20
195,23
370,42
893,11
516,42
224,26
207,11
30,11
325,11
601,42
884,27
197,11
822,22
348,22
259,11
35,11
216,27
598,42
96,7
179,11
19,26
239,11
775,31
660,23
936,26
322,11
778,25
455,42
461,25
300,25
313,27
983,42
917,22
966,42
726,22
878,9
816,27
298,24
229,42
504,26
147,42
110,11
900,42
133,42
192,42
968,11
743,11
600,7
818,34
359,26
863,42
143,9
827,42
447,6
762,44
836,16
326,42
266,11
657,11
220,44
616,42
278,41
814,22
118,41
337,42
356,42
246,20
201,11
960,21
881,23
699,40
670,42
718,44
422,11
370,42
42,2
500,26
340,22
518,42
425,11
586,11
983,34
336,11
774,11
128,6
62,42
860,11
539,20
320,11
433,16
945,21
640,11
827,21
391,11
347,22
515,26
95,42
75,11
552,27
344,42
951,41
920,11
185,39
542,44
935,11
883,11
106,34
83,42
510,30
273,25
976,44
878,21
355,24
19,11
705,16
679,11
135,22
875,39
336,22
850,26
848,40
552,1
336,22
161,11
690,41
297,31
934,40
236,22
871,22
560,22
228,44
511,11
682,42
243,42
559,25
505,11
435,22
449,42
591,11
598,42
290,11
24,42
560,11
20,40
65,42
964,42
235,42
294,27
220,42
890,11
972,22
602,11
125,22
836,42
614,11
664,42
684,20
606,11
149,27
765,26
881,43
307,22
876,11
334,42
759,39
434,42
643,22
470,47
881,34
428,34
817,25
977,18
941,25
429,22
547,42
870,18
394,22
942,30
123,11
801,41
774,11
531,44
205,11
185,34
164,39
875,1
270,42
582,22
614,24
824,20
747,41
430,42
141,23
578,27
214,42
155,22
782,47
344,4
808,39
455,22
295,42
263,29
514,42
348,30
784,42
348,11
348,11
946,42
186,40
368,42
948,42
333,34
865,19
503,9
674,11
463,22
343,11
797,27
207,11
69,11
765,11
314,42
288,8
954,26
311,26
143,42
483,42
520,25
741,42
413,9
423,11
724,31
582,36
872,21
142,11
565,40
440,25
386,11
860,41
546,41
30,42
354,41
828,26
686,11
847,11
668,11
528,42
673,11
320,42
768,22
35,26
66,15
135,23
213,26
691,47
476,34
23,26
561,41
398,21
319,11
734,20
60,26
607,11
875,11
186,41
413,46
71,11
481,40
11,33
140,15
22,15
89,11
209,33
54,42
458,27
428,11
814,27
547,22
194,24
457,42
441,26
804,27
689,22
454,24
377,42
796,22
855,42
440,18
534,31
568,26
159,18
355,26
281,26
301,48
845,23
752,42
473,25
262,23
398,26
115,18
797,22
645,22
955,42
99,41
643,42
469,41
153,20
591,7
840,11
571,22
594,11
510,11
939,39
657,11
959,11
161,20
198,25
333,42
853,27
607,20
386,11
290,26
9,31
212,41
588,26
511,23
712,34
4,22
632,20
233,30
165,42
369,22
674,41
744,11
602,22
717,42
325,26
537,20
123,11
92,20
321,42
70,22
617,42
711,42
168,18
321,26
767,21
598,33
887,42
950,11
233,11
486,21
736,26
92,23
858,46
535,26
780,31
516,42
499,42
281,41
853,11
988,23
833,11
324,11
942,30
364,42
522,41
331,44
454,41
847,40
9,39
482,42
577,42
401,25
959,42
838,27
678,18
577,25
948,11
549,42
80,27
407,11
376,41
142,26
75,28
519,20
777,41
148,42
380,24
959,1
710,42
650,18
146,11
607,27
155,11
901,7
613,39
104,22
405,23
239,26
109,44
440,18
354,42
648,26
991,9
629,7
279,41
350,20
669,42
339,11
376,39
713,25
756,39
386,42
860,43
882,42
937,34
710,11
958,41
381,22
659,36
972,20
808,41
883,44
872,24
389,14
271,14
644,22
87,14
921,26
631,42
237,22
768,42
636,33
250,42
339,4
333,18
326,34
379,42
727,41
624,26
600,22
976,27
682,11
889,26
669,11
380,27
393,11
997,41
776,11
519,7
892,27
322,42
455,22
836,11
210,22
528,34
181,11
825,22
264,11
162,21
338,18
168,11
157,11
438,42
820,13
687,42
561,26
416,22
828,22
306,34
63,23
924,25
292,42
901,18
571,27
429,11
321,9
522,34
936,44
413,18
980,41
143,42
140,22
559,18
596,26
481,11
517,26
763,26
680,31
212,25
214,26
262,20
559,32
576,39
946,11
893,42
820,42
119,11
288,26
754,34
726,2
270,23
863,42
343,42
314,11
424,34
192,22
411,11
889,27
701,42
568,44
796,11
968,21
158,11
663,34
908,44
762,42
51,42
974,11
311,11
843,18
824,22
811,11
404,14
802,41
778,27
193,39
741,42
717,42
577,22
291,11
305,11
494,26
678,42
444,11
842,26
606,11
165,7
386,25
939,26
789,42
38,21
178,25
829,22
660,42
572,42
771,42
566,7
345,11
761,34
710,15
275,18
503,42
453,7
233,42
525,11
28,47
127,9
274,27
521,21
288,18
395,44
15,1
657,42
880,11
340,21
438,34
732,41
398,11
938,11
302,42
37,40
210,22
854,42
899,39
514,22
29,11
326,42
808,26
842,36
737,4
994,43
602,43
878,11
989,42
413,9
598,10
340,11
898,42
951,11
990,11
950,28
943,41
634,41
192,11
636,21
826,11
505,42
503,34
101,11
889,22
699,42
676,22
626,18
23,7
571,48
939,27
35,7
580,42
687,33
5,26
655,11
679,18
823,42
202,7
343,11
873,27
423,42
930,11
299,44
384,24
54,37
728,42
175,42
493,26
216,42
827,42
116,11
205,34
468,11
629,22
545,27
280,42
761,42
544,19
877,7
855,41
457,48
474,26
548,42
911,41
639,18
646,22
561,25
914,42
16,40
988,42
452,25
106,42
813,42
829,24
488,42
600,11
344,34
427,23
389,46
830,11
842,39
614,22
144,44
304,3
686,11
241,28
588,22
165,11
987,42
159,11
398,11
96,42
633,42
278,11
428,11
754,15
317,42
504,26
639,13
489,11
90,27
657,42
100,42
137,22
32,22
794,11
431,22
74,19
181,34
414,27
149,42
433,11
757,42
324,41
634,18
82,22
342,42
774,22
243,24
675,9
950,22
324,11
343,26
677,3
734,42
67,11
399,49
485,22
631,25
289,11
86,11
993,23
625,18
880,11
689,34
882,39
199,18
907,11
672,42
190,42
650,8
291,26
843,41
618,20
39,39
491,11
287,42
409,42
399,42
846,34
758,11
947,35
959,30
213,11
54,11
474,11
656,20
160,42
812,42
593,25
307,22
617,24
165,22
564,41
950,22
614,39
130,26
222,26
826,11
970,26
254,42
826,11
794,11
550,44
378,39
396,34
650,22
875,26
343,42
92,20
52,35
167,11
108,41
321,20
590,34
211,42
62,28
681,15
194,11
688,21
498,11
406,11
529,40
358,21
120,42
878,28
309,42
727,26
686,22
967,34
674,40
107,42
436,42
86,42
321,11
894,11
173,11
644,20
850,13
380,42
599,11
133,23
662,11
538,26
456,42
880,2
515,42
946,42
925,26
665,11
783,20
213,22
87,11
708,27
752,11
378,11
408,23
2,11
664,31
40,11
737,42
933,22
331,26
381,11
743,42
84,11
38,22
717,49
730,11
346,26
681,22
18,27
939,27
193,7
409,23
26,49
346,26
320,15
440,41
539,22
22,41
252,20
985,20
101,23
996,39
947,26
537,15
927,11
350,42
285,23
190,11
489,11
289,42
273,39
763,11
519,22
135,26
131,11
692,25
490,11
561,11
936,26
70,2
289,42
865,44
474,42
260,11
242,11
474,22
546,11
558,25
928,20
904,11
801,42
72,10
250,42
252,23
569,4
705,27
835,22
25,42
63,22
40,42
22,27
392,11
100,11
145,21
816,42
399,24
734,22
904,11
19,7
905,42
931,42
937,25
802,11
831,44
332,26
390,22
320,11
766,42
273,24
764,42
85,22
647,34
545,40
301,15
669,22
746,26
724,40
154,36
747,25
484,26
139,11
613,41
894,13
454,11
608,18
264,39
749,40
510,42
946,11
225,42
759,11
591,42
791,24
966,42
490,18
0,26
814,34
675,11
248,42
489,42
842,42
254,21
603,14
602,22
69,9
862,18
165,42
228,42
517,26
253,26
664,25
884,44
889,23
498,11
539,41
874,48
432,11
369,23
53,11
771,5
808,11
229,11
976,7
19,11
989,42
130,28
126,26
774,42
485,23
604,33
978,39
325,44
448,7
357,11
815,42
388,27
163,22
199,20
742,41
697,11
631,11
867,42
906,42
447,34
738,40
144,11
190,27
938,22
307,42
555,42
911,44
410,26
921,42
692,11
503,11
743,11
89,42
616,29
348,41
578,11
524,41
653,27
874,25
624,41
7,23
388,34
789,21
521,26
930,24
812,26
219,42
621,11
435,44
525,18
44,39
665,11
553,27
275,39
955,27
608,41
296,11
852,23
779,11
692,42
68,11
989,22
427,16
349,43
785,42
926,11
156,25
123,39
645,26
467,34
348,22
351,44
763,41
81,12
812,42
566,20
77,39
868,26
874,23
926,20
553,22
678,40
598,22
848,18
173,23
359,11
391,27
547,35
286,42
434,42
156,2
236,28
816,42
838,21
716,26
866,11
487,26
616,42
689,11
621,26
24,22
160,21
907,16
272,30
992,42
374,42
189,42
56,27
359,27
173,22
433,11
822,42
235,26
659,22
128,11
700,31
31,27
882,42
224,11
425,9
958,34
482,27
606,40
198,26
142,28
78,22
72,44
975,11
810,13
149,36
47,39
468,22
790,25
797,11
31,20
719,11
340,42
517,41
949,18
573,11
464,11
207,22
65,22
122,24
42,11
606,23
663,10
795,9
581,22
833,34
876,44
807,14
424,26
922,23
406,22
859,42
565,25
431,42
455,11
215,40
899,26
447,44
953,16
734,27
401,41
332,2
850,11
532,11
750,11
794,42
878,36
609,36
418,11
106,19
292,11
243,26
12,22
495,11
131,24
650,18
309,15
107,42
625,27
800,42
860,42
621,11
753,42
604,22
882,23
726,11
351,26
676,15
512,11
587,20
667,11
26,26
185,42
324,42
453,15
278,34
27,26
581,48
105,42
974,25
412,42
577,41
475,22
124,42
295,11
385,42
293,11
422,42
818,27
766,24
744,34
262,3
129,42
480,21
44,26
62,42
451,26
397,41
221,11
991,11
794,27
592,22
492,42
956,42
377,27
63,11
842,7
417,48
759,40
132,22
520,16
911,47
419,22
356,36
135,47
338,11
492,42
990,23
737,25
751,42
992,30
813,39
204,11
712,41
437,39
218,22
128,39
61,9
159,11
657,34
624,11
281,42
62,9
412,18
154,41
574,18
937,27
947,39
189,44
156,11
532,42
416,11
319,22
452,42
316,25
204,36
209,11
26,25
871,42
926,42
279,42
964,26
728,23
787,39
636,26
95,21
713,41
583,42
740,42
363,27
713,20
63,15
430,48
868,11
441,42
477,27
508,41
366,42
131,42
435,11
266,42
499,13
777,42
338,42
365,22
824,42
598,42
239,16
995,11
361,14
119,21
674,42
660,23
50,42
244,40
627,41
162,10
458,25
585,42
410,21
918,41
269,11
620,18
713,24
169,35
696,42
334,25
618,42
222,39
164,41
988,42
180,46
704,42
346,34
60,11
666,41
187,42
998,18
363,11
949,11
632,11
738,11
30,26
863,26
639,25
588,42
879,25
907,41
599,11
213,27
137,11
629,34
397,40
633,23
518,42
455,44
289,25
864,11
305,22
963,33
41,42
724,26
274,42
23,18
429,18
912,49
822,42
332,21
632,23
17,41
167,26
999,41
959,39
756,11
875,22
955,22
253,42
390,26
536,11
382,22
339,39
895,41
737,36
38,11
61,15
279,26
220,42
971,11
978,27
19,42
601,11
434,44
418,22
298,44
940,42
315,41
413,11
354,42
25,22
795,42
921,5
209,42
395,26
159,42
713,11
850,0
820,26
859,11
247,40
637,26
261,42
761,11
87,11
709,26
974,22
860,18
298,36
934,39
328,42
244,42
804,11
904,42
994,11
619,39
549,11
776,8
31,3
587,27
143,22
20,18
955,18
543,42
796,26
453,27
663,11
779,42
451,3
674,42
542,42
218,42
68,26
460,41
904,3
677,34
128,11
951,41
811,18
847,42
42,27
379,25
583,11
394,26
142,27
803,18
962,11
250,42
288,23
846,42
623,41
173,18
543,42
608,43
506,41
969,26
944,20
547,22
785,11
930,48
730,36
264,26
223,44
394,22
597,11
976,11
107,22
273,42
621,41
140,34
15,26
788,22
850,34
942,40
110,21
316,34
302,42
912,42
743,42
827,22
995,20
412,49
60,11
463,11
106,25
469,39
670,44
412,42
526,9
198,42
887,20
419,2
270,11
265,48
352,11
406,26
30,3
665,22
614,42
733,11
253,49
141,42
518,26
746,27
985,9
730,11
130,42
829,26
16,26
374,36
933,41
387,42
706,27
133,42
13,28
968,42
572,22
901,44
36,21
180,46
429,11
295,26
107,26
758,46
459,39
207,20
219,26
486,11
91,22
537,27
223,42
277,20
305,46
350,15
434,41
6,22
469,22
723,11
570,42
163,11
337,15
335,27
564,20
473,11
480,42
883,41
265,42
48,24
297,11
616,42
462,42
37,27
532,40
697,42
349,42
315,6
861,42
131,11
997,20
971,11
152,41
353,11
551,22
343,11
606,42
3,22
109,44
927,3
199,11
748,22
101,11
660,44
210,22
226,42
318,22
605,42
763,11
295,42
776,40
946,28
497,11
800,11
387,11
803,41
39,27
520,41
137,21
219,22
341,18
592,22
4,27
373,11
186,26
844,39
386,26
844,41
514,41
644,42
427,39
566,26
563,42
882,21
418,22
589,25
430,11
992,11
308,42
412,39
752,22
485,22
990,11
976,40
493,42
127,40
956,18
347,42
924,26
883,25
918,26
481,27
352,42
765,11
230,42
575,11
711,11
791,26
262,21
99,18
59,25
106,22
729,9
46,42
10,44
937,31
910,25
394,32
59,41
116,11
538,11
72,14
1,22
750,11
998,42
337,42
189,42
178,15
266,41
173,42
536,42
331,20
895,41
885,41
865,41
305,11
73,25
78,22
11,11
176,25
781,44
695,42
461,42
67,11
630,26
971,18
703,23
886,26
805,11
407,11
226,20
866,12
411,22
115,42
965,20
747,24
938,27
318,22
118,22
784,22
189,7
466,39
622,11
217,6
896,20
343,11
690,34
392,11
966,42
941,18
355,25
334,42
463,42
296,11
656,40
475,42
717,20
476,25
30,11
23,11
733,42
589,11
306,42
545,26
123,7
686,22
670,20
798,25
538,22
460,11
303,41
910,46
856,11
988,11
672,42
234,18
759,22
571,18
592,42
977,43
815,26
612,42
466,42
937,21
360,34
381,27
705,26
159,21
254,11
355,42
749,42
684,42
381,26
556,18
76,42
395,11
232,42
867,21
18,14
542,3
943,18
49,44
606,34
378,27
538,42
967,34
736,11
760,11
70,42
561,26
7,24
158,20
606,11
100,11
634,34
907,47
148,42
284,13
427,22
273,11
133,11
925,44
999,11
644,11
514,42
822,42
34,11
152,9
97,11
213,39
618,42
815,27
528,26
901,34
395,34
182,22
104,23
234,28
804,18
64,42
850,11
385,26
782,42
557,11
267,39
989,23
544,41
553,42
179,34
965,27
845,20
393,42
29,42
151,42
476,42
285,11
231,42
212,11
59,25
1,20
161,11
957,20
597,26
968,42
157,22
722,42
836,18
369,42
222,26
982,42
993,11
591,26
320,30
570,25
314,11
638,27
827,39
902,14
465,39
86,11
721,11
882,42
66,11
347,42
746,27
684,27
79,11
24,9
328,26
226,11
635,9
302,39
133,39
879,11
690,11
750,41
658,18
685,26
538,41
43,42
590,27
397,26
104,11
45,42
54,42
473,25
809,41
843,30
693,26
145,20
717,42
314,22
314,11
440,20
546,15
978,11
425,26
149,32
622,23
735,42
672,47
616,18
757,11
606,11
627,20
332,27
653,34
475,42
497,22
480,42
64,33
487,42
704,11
829,15
679,26
479,26
533,11
582,22
895,20
479,25
742,27
336,42
667,26
84,42
799,48
152,22
218,11
451,40
71,23
241,42
133,40
985,21
323,42
362,11
132,44
121,11
881,18
325,2
278,22
738,11
616,42
269,26
103,42
58,42
533,42
620,42
243,11
46,11
49,11
871,11
636,27
18,42
564,42
814,11
401,26
575,21
115,22
374,11
391,42
44,34
68,7
955,41
495,11
465,42
815,26
756,39
127,15
483,39
432,42
600,42
338,11
933,20
886,27
244,42
889,42
202,22
564,11
242,11
303,41
456,42
537,21
997,14
666,11
808,7
327,26
818,44
484,22
365,26
197,41
503,42
190,34
502,22
335,26
816,12
976,41
227,21
519,34
813,11
802,26
161,22
39,14
310,27
451,27
57,13
254,11
763,42
308,22
167,26
193,22
450,11
691,34
519,11
694,42
925,15
847,11
958,11
28,26
481,47
317,41
83,39
44,40
342,18
390,6
545,11
149,19
663,42
971,11
225,33
605,26
322,42
127,24
113,11
47,9
782,40
360,11
215,42
308,22
498,11
381,25
686,26
959,30
900,41
894,21
382,22
719,42
683,33
136,11
909,11
600,11
626,42
896,42
147,14
257,44
462,11
705,42
544,34
267,28
158,46
210,22
713,11
278,11
698,42
767,31
528,18
481,11
57,11
519,46
848,26
21,41
620,26
127,24
260,7
27,36
478,22
411,41
867,27
681,26
344,44
876,30
238,42
772,8
501,11
824,11
266,11
177,11
831,42
895,42
393,40
484,11
366,41
991,20
422,26
593,11
420,11
453,26
467,27
551,49
89,42
333,11
323,11
76,11
946,11
675,20
468,43
148,21
198,42
279,42
806,21
628,18
400,22
849,26
292,11
978,42
411,42
884,22
988,25
45,11
455,42
30,42
805,42
54,6
582,41
725,40
808,11
373,11
216,29
461,42
487,22
761,27
831,26
573,25
616,11
996,25
597,11
289,11
177,26
416,42
236,42
396,11
828,11
28,42
759,41
628,11
918,39
420,20
942,40
442,11
154,26
105,40
873,2
545,42
25,21
521,26
283,22
316,42
75,26
774,22
385,42
431,22
278,14
400,11
716,42
949,22
169,26
992,34
799,11
245,11
440,42
725,26
147,3
157,23
457,27
513,42
763,42
105,19
539,11
649,20
311,7
243,41
282,10
493,39
559,7
821,27
375,39
250,11
133,11
200,40
309,26
651,26
471,46
926,42
216,26
764,36
782,39
758,21
991,34
235,34
294,42
549,16
850,23
516,26
974,42
538,26
105,34
190,22
458,22
862,22
938,32
202,42
180,11
94,42
846,11
64,21
194,22
693,33
130,26
424,25
876,11
343,44
395,40
579,11
852,31
351,11
803,9
655,26
572,9
571,11
412,41
518,22
340,34
636,11
180,42
919,20
149,42
781,34
670,11
306,42
582,21
171,20
227,27
756,25
709,27
858,26
136,42
717,41
475,42
571,26
189,42
115,11
371,42
657,22
570,11
402,39
359,11
893,11
445,44
518,11
885,41
254,48
93,11
388,42
324,27
579,23
523,42
679,27
198,22
88,23
996,34
657,26
945,22
404,36
392,22
811,42
779,21
632,22
480,42
712,28
174,26
672,11
542,22
32,34
815,40
730,20
760,42
675,11
572,41
176,36
803,42
444,25
936,22
593,40
856,11
98,26
66,42
993,42
900,11
470,41
239,11
906,39
137,46
922,41
935,39
799,27
659,25
667,7
481,27
249,11
918,48
329,27
393,3
737,42
783,46
607,20
329,18
391,11
842,11
981,20
666,40
694,42
672,26
246,11
217,44
453,21
265,41
977,42
438,21
860,42
587,11
320,9
263,25
72,26
344,39
387,22
250,20
292,26
147,30
212,42
945,12
222,42
66,26
39,26
432,26
936,39
246,26
836,42
872,42
217,26
157,22
128,11
31,27
749,42
84,47
554,23
107,42
105,22
984,34
636,34
410,40
971,22
457,42
636,39
585,42
43,23
563,22
200,42
583,26
606,27
336,20
42,44
202,11
918,41
365,26
451,22
42,11
796,27
680,16
441,42
942,27
317,34
480,11
353,11
940,2
145,32
725,42
79,41
510,42
21,20
726,41
824,18
414,42
872,18
574,41
210,2
685,18
234,22
224,21
317,26
384,25
762,26
895,25
426,42
151,34
31,39
924,27
531,42
352,41
548,16
105,11
420,21
914,11
201,11
25,11
47,37
725,20
811,22
18,18
814,42
368,43
548,34
393,18
116,26
383,11
619,11
210,2
846,21
792,11
776,44
684,34
869,34
824,22
220,8
725,21
841,42
190,42
190,26
921,11
733,42
839,49
857,11
743,11
554,11
926,21
19,34
505,20
186,16
538,41
471,47
289,26
137,9
53,20
670,11
535,21
129,11
764,46
152,11
686,11
755,26
130,11
853,11
321,41
869,11
319,23
376,21
790,26
859,41
881,42
870,11
120,42
545,18
430,42
883,11
503,7
606,26
542,40
825,24
271,7
19,15
226,20
859,11
296,42
296,40
714,11
653,26
454,11
324,27
655,34
827,34
133,14
723,42
151,24
227,42
918,11
954,22
743,9
484,32
18,42
206,24
709,42
244,41
820,42
780,30
31,26
988,42
801,47
388,42
694,41
273,26
880,41
920,11
860,23
569,39
753,11
196,11
297,42
389,42
292,34
91,44
516,26
388,36
481,27
880,11
236,23
675,44
774,42
0,11
42,42
679,11
405,41
810,1
800,43
992,21
744,11
855,11
638,18
939,11
320,41
968,28
858,22
823,7
109,22
166,34
986,13
384,40
154,27
10,42
668,42
330,34
289,23
702,26
894,5
781,11
541,42
72,40
361,42
827,11
251,23
130,42
654,20
848,22
497,41
2,39
0,11
633,41
498,25
60,24
826,11
663,31
32,22
55,22
742,44
138,18
811,42
533,11
995,11
978,33
961,27
872,25
488,23
615,34
530,23
779,31
947,9
454,11
489,11
645,34
773,39
991,42
163,22
149,42
933,11
719,44
689,26
108,47
852,34
556,22
752,25
650,35
467,26
548,41
957,16
610,25
594,42
314,11
544,40
877,39
609,44
97,22
225,42
230,23
863,41
104,25
645,42
338,6
158,11
665,15
142,25
717,34
927,22
84,11
358,3
213,26
382,34
513,22
527,42
61,20
60,20
21,13
544,42
240,42
762,26
512,11
405,14
157,20
908,11
897,27
695,36
828,42
494,29
949,20
184,42
213,42
6,47
703,36
882,41
534,32
136,42
959,42
802,26
119,42
723,11
848,11
809,27
811,11
47,11
96,11
713,11
152,20
373,27
242,46
955,22
999,27
457,42
882,25
509,39
463,10
749,15
101,41
465,11
224,11
512,27
742,29
540,22
552,21
703,13
123,11
950,11
880,11
341,11
78,26
512,41
354,22
86,11
423,20
640,42
713,34
500,24
358,23
455,22
215,11
680,44
393,42
37,15
284,42
323,20
853,21
665,11
394,25
234,42
817,26
711,18
573,11
39,31
275,44
396,27
598,42
1,44
610,24
780,42
812,11
387,33
894,42
577,23
622,11
959,11
988,33
768,11
707,42
490,42
582,11
860,3
250,27
137,26
778,18
755,26
914,22
906,26
161,18
643,3
616,42
965,42
495,26
573,26
926,18
643,11
985,22
57,41
255,23
241,25
344,39
57,10
813,44
975,11
598,34
135,26
923,26
299,42
997,44
725,41
539,11
769,25
911,11
230,13
251,27
585,22
782,27
607,42
976,40
2,14
882,26
68,41
947,27
889,42
761,22
249,42
122,42
806,42
398,42
701,21
933,22
792,42
444,22
457,11
595,42
879,7
549,42
958,26
375,11
978,11
261,42
160,27
368,34
772,34
236,18
818,26
350,42
21,42
765,49
272,41
274,12
394,18
813,14
154,42
56,25
531,42
752,25
133,42
348,42
163,25
566,26
18,34
287,42
490,39
178,42
300,17
867,9
8,42
486,41
583,11
243,4
464,35
695,18
77,11
734,20
233,41
666,42
141,42
386,18
579,24
469,22
361,22
540,41
491,42
911,18
116,25
163,11
18,39
596,11
821,42
388,39
586,42
100,25
295,12
641,42
979,25
942,42
139,27
291,11
704,39
444,11
765,44
750,7
334,42
511,11
31,16
148,45
160,11
643,26
859,22
553,11
365,20
413,42
262,4
220,34
163,26
89,34
936,22
185,27
286,14
905,12
734,26
566,22
436,42
660,11
925,42
673,42
220,23
259,36
831,42
856,28
655,11
568,48
298,27
755,22
640,41
511,42
988,22
916,42
33,25
105,41
797,41
786,11
267,21
774,46
784,14
621,11
85,44
673,11
867,27
326,39
224,7
654,23
903,20
586,27
714,11
409,36
231,18
191,21
42,42
178,21
330,42
807,42
925,11
838,32
65,20
591,42
402,14
142,22
183,27
523,26
321,25
384,11
524,22
369,26
435,20
12,40
608,27
183,42
534,11
824,20
136,10
784,39
669,21
967,44
867,11
290,27
948,11
134,40
33,18
996,11
41,42
